id;Adresse;Hausnummer;alte_1795_1821;‰ltere_1770_1795;Hausinhaber;Gassen und Pl‰tze;Grundobrigkeit;Vorstadt;lat;lon;reference;Viertel
153;Ungargasse 392;392;352 und 353;57;;Ungargasse;Magistrat der Stadt Wien;Landstraﬂe;48.2013179;16.3872594;Behsel Stadtplan, WStLA, P1: 295/8;
154;Ungargasse 393;393;352 und 353;57;;Ungargasse;Magistrat der Stadt Wien;Landstraﬂe;48.2016945;16.3872511;Behsel Stadtplan, WStLA, P1: 295/8;
155;Ungargasse 336;336;297;423;;Ungargasse;Magistrat der Stadt Wien;Landstraﬂe;48.2013999;16.387512;Behsel Stadtplan, WStLA, P1: 295/8;
156;Ungargasse 335;335;296;85;;Ungargasse;Stift Schotten;Landstraﬂe;48.2016524;16.3874987;Behsel Stadtplan, WStLA, P1: 295/8;
157;Ungargasse 394;394;352 und 353;57;;Ungargasse;Magistrat der Stadt Wien;Landstraﬂe;48.2020069;16.3872211;Behsel Stadtplan, WStLA, P1: 295/8;
158;Ungargasse 395;395;352 und 353;57;;Ungargasse;Magistrat der Stadt Wien;Landstraﬂe;48.2021675;16.3872029;Behsel Stadtplan, WStLA, P1: 295/8;
159;Ungargasse 396;396;352 und 353;57;;Ungargasse;Magistrat der Stadt Wien;Landstraﬂe;48.2023315;16.3871547;Behsel Stadtplan, WStLA, P1: 295/8;
160;Ungargasse 334;334;295;86;;Ungargasse;Stift Schotten;Landstraﬂe;48.2020291;16.3874704;Behsel Stadtplan, WStLA, P1: 295/8;
161;Ungargasse 333;333;261;119;;Ungargasse;Stift Schotten;Landstraﬂe;48.202378;16.3874206;Behsel Stadtplan, WStLA, P1: 295/8;
162;Ungargasse 332;332;294;87;;Ungargasse;Stift Schotten;Landstraﬂe;48.2025397;16.387379;Behsel Stadtplan, WStLA, P1: 295/8;
163;Ungargasse 331;331;293;88;;Ungargasse;Stift Schotten;Landstraﬂe;48.2026471;16.3873308;Behsel Stadtplan, WStLA, P1: 295/8;
164;Ungargasse 330;330;292;89;;Ungargasse;Magistrat der Stadt Wien;Landstraﬂe;48.2027535;16.3872943;Behsel Stadtplan, WStLA, P1: 295/8;
165;Ungargasse 397;397;352 und 353;57;;Ungargasse;Magistrat der Stadt Wien;Landstraﬂe;48.202522;16.3871098;Behsel Stadtplan, WStLA, P1: 295/8;
166;Ungargasse 398;398;352 und 353;57;;Ungargasse;Magistrat der Stadt Wien;Landstraﬂe;48.2026903;16.387045;Behsel Stadtplan, WStLA, P1: 295/8;
167;Ungargasse 329;329;511;;;Ungargasse;Stift Schotten;Landstraﬂe;48.202893;16.3872427;Behsel Stadtplan, WStLA, P1: 295/8;
168;Ungargasse 328;328;266;114;;Ungargasse;Stift Schotten;Landstraﬂe;48.2030293;16.3871779;Behsel Stadtplan, WStLA, P1: 295/8;
169;Ungargasse 327;327;267;113;;Ungargasse;Stift Schotten;Landstraﬂe;48.2031511;16.3871231;Behsel Stadtplan, WStLA, P1: 295/8;
170;Ungargasse 326;326;462;;;Ungargasse;Stift Schotten;Landstraﬂe;48.2032918;16.387035;Behsel Stadtplan, WStLA, P1: 295/8;
171;Ungargasse 325;325;522;;;Ungargasse;Stift Schotten;Landstraﬂe;48.2034291;16.3868854;Behsel Stadtplan, WStLA, P1: 295/8;
172;Ungargasse 399;399;354;401;;Ungargasse;Stift Schotten;Landstraﬂe;48.2028465;16.3869802;Behsel Stadtplan, WStLA, P1: 295/8;
173;Ungargasse 400;400;307;76;;Ungargasse;Stift Schotten;Landstraﬂe;48.2029961;16.3869137;Behsel Stadtplan, WStLA, P1: 295/8;
174;Hauptstraﬂe 288;288;257;122;;Hauptstraﬂe;Stift Schotten;Landstraﬂe;48.2027418;16.3900115;Behsel Stadtplan, WStLA, P1: 295/8;
175;Hauptstraﬂe 289;289;258;417;;Hauptstraﬂe;Stift Schotten;Landstraﬂe;48.2028593;16.3899342;Behsel Stadtplan, WStLA, P1: 295/8;
176;Hauptstraﬂe 290;290;259;121;;Hauptstraﬂe;Stift Schotten;Landstraﬂe;48.2029728;16.3898594;Behsel Stadtplan, WStLA, P1: 295/8;
177;Hauptstraﬂe 291;291;260;120;;Hauptstraﬂe;Stift Schotten;Landstraﬂe;48.2030476;16.3898104;Behsel Stadtplan, WStLA, P1: 295/8;
178;Hauptstraﬂe 292;292;261;119;;Hauptstraﬂe;Stift Schotten;Landstraﬂe;48.2031738;16.3896824;Behsel Stadtplan, WStLA, P1: 295/8;
179;Hauptstraﬂe 293;293;262;118;;Hauptstraﬂe;Stift Schotten;Landstraﬂe;48.2033411;16.3895163;Behsel Stadtplan, WStLA, P1: 295/8;
180;Hauptstraﬂe 294;294;263;117;;Hauptstraﬂe;Stift Schotten;Landstraﬂe;48.2034363;16.3893816;Behsel Stadtplan, WStLA, P1: 295/8;
181;Hauptstraﬂe 295;295;264;116;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2035205;16.3892587;Behsel Stadtplan, WStLA, P1: 295/8;
182;Hauptstraﬂe 296;296;265;115;;Hauptstraﬂe;Stift Schotten;Landstraﬂe;48.2036579;16.3890775;Behsel Stadtplan, WStLA, P1: 295/8;
183;Hauptstraﬂe 297;297;266;114;;Hauptstraﬂe;Stift Schotten;Landstraﬂe;48.2037841;16.3888831;Behsel Stadtplan, WStLA, P1: 295/8;
184;Hauptstraﬂe 53;53;43;292;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2036778;16.389498;Behsel Stadtplan, WStLA, P1: 295/8;
185;Rauchfangkehrergasse 84;84;81;263;;Rauchfangkehrergasse;Magistrat der Stadt Wien;Landstraﬂe;48.2028903;16.3910951;Behsel Stadtplan, WStLA, P1: 295/8;
186;Rauchfangkehrergasse 83;83;80;262;;Rauchfangkehrergasse;Magistrat der Stadt Wien;Landstraﬂe;48.2029778;16.3911931;Behsel Stadtplan, WStLA, P1: 295/8;
187;Kirchenplatz 70;70;58;265;;Kirchenplatz;Magistrat der Stadt Wien;Landstraﬂe;48.2032569;16.3903505;Behsel Stadtplan, WStLA, P1: 295/8;
188;Kirchenplatz 73;73;506;;;Kirchenplatz;Magistrat der Stadt Wien;Landstraﬂe;48.2030099;16.3908824;Behsel Stadtplan, WStLA, P1: 295/8;
189;Kirchenplatz 72;72;60;267;;Kirchenplatz;Magistrat der Stadt Wien;Landstraﬂe;48.2030985;16.3906464;Behsel Stadtplan, WStLA, P1: 295/8;
190;Kirchenplatz 71;71;59;266;;Kirchenplatz;Magistrat der Stadt Wien;Landstraﬂe;48.2031904;16.3905101;Behsel Stadtplan, WStLA, P1: 295/8;
191;Gemeindegasse 69;69;57;277;;Gemeindegasse;Magistrat der Stadt Wien;Landstraﬂe;48.2033234;16.3901677;Behsel Stadtplan, WStLA, P1: 295/8;
192;Hauptstraﬂe 159;159;538;;;Hauptstraﬂe;B¸rgerspital in Wien;Landstraﬂe;48.192278;16.400394;Behsel Stadtplan, WStLA, P1: 295/6;Landstraﬂe
192;Hauptstraﬂe 56;56;46;289;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.203412;16.38995;Behsel Stadtplan, WStLA, P1: 295/8;
193;Hauptstraﬂe 55;55;45;290;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.203484;16.389832;Behsel Stadtplan, WStLA, P1: 295/8;
194;Hauptstraﬂe 54;54;44;291;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2035526;16.3896708;Behsel Stadtplan, WStLA, P1: 295/8;
195;Hauptstraﬂe 52;52;42;293;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2038229;16.3892553;Behsel Stadtplan, WStLA, P1: 295/8;
196;Hauptstraﬂe 51;51;41;294;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2039315;16.3890659;Behsel Stadtplan, WStLA, P1: 295/8;
197;Hauptstraﬂe 50;50;40;295;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2040234;16.3889296;Behsel Stadtplan, WStLA, P1: 295/8;
198;Hauptstraﬂe 49;49;39;296;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2041308;16.3888249;Behsel Stadtplan, WStLA, P1: 295/8;
199;Hauptstraﬂe 298;298;267;113;;Hauptstraﬂe;Stift Schotten;Landstraﬂe;48.2038838;16.3887368;Behsel Stadtplan, WStLA, P1: 295/8;
200;Hauptstraﬂe 299;299;268;112;;Hauptstraﬂe;Stift Schotten;Landstraﬂe;48.2039802;16.3886172;Behsel Stadtplan, WStLA, P1: 295/8;
201;Hauptstraﬂe 300;300;269;111;;Hauptstraﬂe;Stift Schotten;Landstraﬂe;48.2041585;16.3885174;Behsel Stadtplan, WStLA, P1: 295/8;
202;Hauptstraﬂe 48;48;38;297;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2042438;16.3887335;Behsel Stadtplan, WStLA, P1: 295/8;
203;Hauptstraﬂe 47;47;37;298;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2043812;16.3885956;Behsel Stadtplan, WStLA, P1: 295/8;
204;Hauptstraﬂe 46;46;36;299;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2045562;16.3884294;Behsel Stadtplan, WStLA, P1: 295/8;
205;Hauptstraﬂe 301;301;270;110;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2042892;16.3883978;Behsel Stadtplan, WStLA, P1: 295/8;
206;Hauptstraﬂe 302;302;271;109;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2044997;16.3882947;Behsel Stadtplan, WStLA, P1: 295/8;
207;Hauptstraﬂe 45;45;35;300;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2047035;16.3882183;Behsel Stadtplan, WStLA, P1: 295/8;
208;Hauptstraﬂe 303;303;272;108;;Hauptstraﬂe;Stift Schotten;Landstraﬂe;48.2046127;16.3880986;Behsel Stadtplan, WStLA, P1: 295/8;
209;Hauptstraﬂe 44;44;34;301;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2048309;16.3879873;Behsel Stadtplan, WStLA, P1: 295/8;
210;Hauptstraﬂe 43;43;33;302;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2049184;16.3878211;Behsel Stadtplan, WStLA, P1: 295/8;
211;Hauptstraﬂe 42;42;32;303;;Hauptstraﬂe;Herrschaft Seegenthal;Landstraﬂe;48.2050258;16.3876948;Behsel Stadtplan, WStLA, P1: 295/8;
212;Hauptstraﬂe 307;307;276;104;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2048873;16.3874488;Behsel Stadtplan, WStLA, P1: 295/8;
213;Hauptstraﬂe 306;306;275;195;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2047843;16.3876566;Behsel Stadtplan, WStLA, P1: 295/8;
214;Hauptstraﬂe 305;305;274;106;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2047422;16.3878228;Behsel Stadtplan, WStLA, P1: 295/8;
215;Hauptstraﬂe 304;304;273;107;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2046957;16.3879225;Behsel Stadtplan, WStLA, P1: 295/8;
216;Hauptstraﬂe 6;6;6;324;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2051986;16.3874771;Behsel Stadtplan, WStLA, P1: 295/8;
217;Hauptstraﬂe 5;5;5;325;;Hauptstraﬂe;Stift Schotten;Landstraﬂe;48.2052673;16.3873059;Behsel Stadtplan, WStLA, P1: 295/8;
218;Hauptstraﬂe 4;4;4;326;;Hauptstraﬂe;Stift Schotten;Landstraﬂe;48.2053647;16.3870583;Behsel Stadtplan, WStLA, P1: 295/8;
219;Hauptstraﬂe 3;3;3;327;;Hauptstraﬂe;Stift Schotten;Landstraﬂe;48.2054157;16.3868539;Behsel Stadtplan, WStLA, P1: 295/8;
220;Hauptstraﬂe 2;2;2;328;;Hauptstraﬂe;Stift Schotten;Landstraﬂe;48.2054965;16.3866428;Behsel Stadtplan, WStLA, P1: 295/8;
221;Hauptstraﬂe 1;1;1;329;K.K. Invalidendhaus;Hauptstraﬂe;Stift Schotten;Landstraﬂe;48.2064967;16.3863104;Behsel Stadtplan, WStLA, P1: 295/8;
222;Hauptstraﬂe 313;313;279;103;;Hauptstraﬂe;Stift Schotten;Landstraﬂe;48.2050302;16.3871929;Behsel Stadtplan, WStLA, P1: 295/8;
223;Hauptstraﬂe 314;314;280;102;;Hauptstraﬂe;Stift Schotten;Landstraﬂe;48.2051222;16.3870068;Behsel Stadtplan, WStLA, P1: 295/8;
224;Hauptstraﬂe 315;315;281;101;;Hauptstraﬂe;"Magistrat der Stadt Wien;Stift Schotten";Landstraﬂe;48.205316;16.3864616;Behsel Stadtplan, WStLA, P1: 295/8;
225;Hauptstraﬂe 316;316;282;100;;Hauptstraﬂe;"Magistrat der Stadt Wien;Stift Schotten";Landstraﬂe;48.2053935;16.3861376;Behsel Stadtplan, WStLA, P1: 295/8;
226;Hauptstraﬂe 317;317;"283;284";"98;99";;Hauptstraﬂe;"Magistrat der Stadt Wien;Stift Schotten";Landstraﬂe;48.2055187;16.385737;Behsel Stadtplan, WStLA, P1: 295/8;
227;G‰rtnergasse 7;7;7;323;;G‰rtnergasse;Magistrat der Stadt Wien;Landstraﬂe;48.2055851;16.3877945;Behsel Stadtplan, WStLA, P1: 295/8;
228;G‰rtnergasse 39;39;29;306;;G‰rtnergasse;Magistrat der Stadt Wien;Landstraﬂe;48.2056538;16.3880571;Behsel Stadtplan, WStLA, P1: 295/8;
229;G‰rtnergasse 40;40;30;305;;G‰rtnergasse;Magistrat der Stadt Wien;Landstraﬂe;48.2055597;16.3880022;Behsel Stadtplan, WStLA, P1: 295/8;
230;Hauptstraﬂe 41;41;31;304;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2053836;16.3878942;Behsel Stadtplan, WStLA, P1: 295/8;
231;G‰rtnergasse 38;38;28;307;;G‰rtnergasse;Magistrat der Stadt Wien;Landstraﬂe;48.2057889;16.3881551;Behsel Stadtplan, WStLA, P1: 295/8;
232;G‰rtnergasse 8;8;8;322;;G‰rtnergasse;"Magistrat der Stadt Wien;Stift Schotten";Landstraﬂe;48.2057845;16.3879258;Behsel Stadtplan, WStLA, P1: 295/8;
233;G‰rtnergasse 9;9;9;322;;G‰rtnergasse;Magistrat der Stadt Wien;Landstraﬂe;48.2059484;16.3880455;Behsel Stadtplan, WStLA, P1: 295/8;
234;G‰rtnergasse 10;10;10;322;;G‰rtnergasse;"Magistrat der Stadt Wien;Stift Schotten";Landstraﬂe;48.2060847;16.3881518;Behsel Stadtplan, WStLA, P1: 295/8;
235;G‰rtnergasse 37;37;27;308;;G‰rtnergasse;Magistrat der Stadt Wien;Landstraﬂe;48.2059518;16.3883247;Behsel Stadtplan, WStLA, P1: 295/8;
236;G‰rtnergasse 36;36;26;309;;G‰rtnergasse;Magistrat der Stadt Wien;Landstraﬂe;48.2061522;16.3886221;Behsel Stadtplan, WStLA, P1: 295/8;
237;G‰rtnergasse 11;11;11;321;;G‰rtnergasse;Magistrat der Stadt Wien;Landstraﬂe;48.2062431;16.3883429;Behsel Stadtplan, WStLA, P1: 295/8;
238;G‰rtnergasse 12;12;12;382;;G‰rtnergasse;Magistrat der Stadt Wien;Landstraﬂe;48.2064446;16.388672;Behsel Stadtplan, WStLA, P1: 295/8;
239;G‰rtnergasse 35;35;25;310;;G‰rtnergasse;Magistrat der Stadt Wien;Landstraﬂe;48.2063527;16.3889795;Behsel Stadtplan, WStLA, P1: 295/8;
240;G‰rtnergasse 34;34;24;311;;G‰rtnergasse;Magistrat der Stadt Wien;Landstraﬂe;48.2063472;16.389272;Behsel Stadtplan, WStLA, P1: 295/8;
241;G‰rtnergasse 13;13;13;;;G‰rtnergasse;Magistrat der Stadt Wien;Landstraﬂe;48.2067813;16.3886255;Behsel Stadtplan, WStLA, P1: 295/8;
242;Spitalgasse 14;14;12;20;;Spitalgasse;Magistrat der Stadt Wien;Landstraﬂe;48.2068234;16.3883928;Behsel Stadtplan, WStLA, P1: 295/8;
243;G‰rtnergasse 33;33;23;312;;G‰rtnergasse;Magistrat der Stadt Wien;Landstraﬂe;48.2064535;16.3898769;Behsel Stadtplan, WStLA, P1: 295/8;
244;G‰rtnergasse 32;32;509;;;G‰rtnergasse;Stift Schotten;Landstraﬂe;48.2067215;16.3895495;Behsel Stadtplan, WStLA, P1: 295/8;
245;G‰rtnergasse 31;31;505;;;G‰rtnergasse;Stift Schotten;Landstraﬂe;48.2067237;16.3891107;Behsel Stadtplan, WStLA, P1: 295/8;
246;G‰rtnergasse 30;30;508;;;G‰rtnergasse;Stift Schotten;Landstraﬂe;48.2067193;16.3888914;Behsel Stadtplan, WStLA, P1: 295/8;
247;Spitalgasse 28;28;21;315;;Spitalgasse;Stift Schotten;Landstraﬂe;48.2069054;16.3897124;Behsel Stadtplan, WStLA, P1: 295/8;
248;Spitalgasse 27;27;21;315;;Spitalgasse;Stift Schotten;Landstraﬂe;48.2069032;16.3893517;Behsel Stadtplan, WStLA, P1: 295/8;
249;Spitalgasse 26;26;21;315;;Spitalgasse;Stift Schotten;Landstraﬂe;48.2069131;16.3889961;Behsel Stadtplan, WStLA, P1: 295/8;
250;Spitalgasse 15;15;488;253;;Spitalgasse;Stift Schotten;Landstraﬂe;48.2068866;16.3880322;Behsel Stadtplan, WStLA, P1: 295/8;
251;n‰chst der Stubentor-Wienfluﬂbr¸cke 16;16;537;;;n‰chst der Stubentor-Wienfluﬂbr¸cke;Magistrat der Stadt Wien;Landstraﬂe;48.2069608;16.3876782;Behsel Stadtplan, WStLA, P1: 295/8;
252;Rabengasse 406;406;360;54;K. K. Thierarznei-Institut;Rabengasse;"Magistrat der Stadt Wien;Stift Schotten";Landstraﬂe;48.2017975;16.3847382;Behsel Stadtplan, WStLA, P1: 295/8;
253;Ungargasse 324;324;290;90;;Ungargasse;Stift Schotten;Landstraﬂe;48.2036341;16.3863578;Behsel Stadtplan, WStLA, P1: 295/8;
254;Ungargasse 323;323;289;93;;Ungargasse;"Magistrat der Stadt Wien;Stift Schotten";Landstraﬂe;48.2037304;16.385934;Behsel Stadtplan, WStLA, P1: 295/8;
255;Ungargasse 402;402;356;56;Magistrat der Stadt Wien;Ungargasse;Stift Schotten;Landstraﬂe;48.2034679;16.3863412;Behsel Stadtplan, WStLA, P1: 295/8;
256;Ungargasse 401;401;355;56;;Ungargasse;Stift Schotten;Landstraﬂe;48.2032885;16.3867433;Behsel Stadtplan, WStLA, P1: 295/8;
257;Rabengasse 403;403;357;55;;Rabengasse;Stift Schotten;Landstraﬂe;48.2034026;16.3859988;Behsel Stadtplan, WStLA, P1: 295/8;
258;Rabengasse 404;404;358;55;;Rabengasse;Stift Schotten;Landstraﬂe;48.2032874;16.3857695;Behsel Stadtplan, WStLA, P1: 295/8;
259;Rabengasse 405;405;359;55;;Rabengasse;Stift Schotten;Landstraﬂe;48.2031877;16.3855285;Behsel Stadtplan, WStLA, P1: 295/8;
260;Rabengasse 415;415;369;45;K. K. Garnisions-Artillerie-Distrikts-Kommando;Rabengasse;"Magistrat der Stadt Wien;Stift Schotten";Landstraﬂe;48.2029241;16.3846011;Behsel Stadtplan, WStLA, P1: 295/8;
261;Rabengasse 416;416;370;45;K. K. Garnisions-Artillerie-Distrikts-Kommando;Rabengasse;Stift Schotten;Landstraﬂe;48.2030614;16.3849435;Behsel Stadtplan, WStLA, P1: 295/8;
262;Ungargasse 417;417;371;47;;Ungargasse;Herrschaft Seegenthal;Landstraﬂe;48.2032287;16.3854304;Behsel Stadtplan, WStLA, P1: 295/8;
263;Ungargasse 418;418;372;47;;Ungargasse;Stift Schotten;Landstraﬂe;48.2034768;16.3858974;Behsel Stadtplan, WStLA, P1: 295/8;
264;Rabengasse 414;414;368;44;K. K. Kanalfond;Rabengasse;Magistrat der Stadt Wien;Landstraﬂe;48.2025862;16.3837386;Behsel Stadtplan, WStLA, P1: 295/8;
265;Rabengasse 408;408;361;53;;Rabengasse;Magistrat der Stadt Wien;Landstraﬂe;48.2023359;16.3835957;Behsel Stadtplan, WStLA, P1: 295/8;
266;Rabengasse 409;409;362;52;;Rabengasse;Magistrat der Stadt Wien;Landstraﬂe;48.2021653;16.383142;Behsel Stadtplan, WStLA, P1: 295/8;
267;Rabengasse 410;410;363;51;;Rabengasse;Magistrat der Stadt Wien;Landstraﬂe;48.2019737;16.3828079;Behsel Stadtplan, WStLA, P1: 295/8;
268;Rabengasse 411;411;364;50;;Rabengasse;"Magistrat der Stadt Wien;Stift Schotten;Herrschaft Schaumburgerhof";Landstraﬂe;48.2017975;16.3824955;Behsel Stadtplan, WStLA, P1: 295/8;
269;Rabengasse 412;412;365;49;;Rabengasse;"Magistrat der Stadt Wien;Stift Schotten;Herrschaft Schaumburgerhof";Landstraﬂe;48.2015982;16.382203;Behsel Stadtplan, WStLA, P1: 295/8;
270;Rabengasse 413;413;"366;367";"48;373";;Rabengasse;"Magistrat der Stadt Wien;Stift Schotten";Landstraﬂe;48.2013966;16.3814169;Behsel Stadtplan, WStLA, P1: 295/8;
271;Am Glacis 429;429;382;376;;Am Glacis;Magistrat der Stadt Wien;Landstraﬂe;48.2020102;16.3806723;Behsel Stadtplan, WStLA, P1: 295/8;
272;Am Glacis 430;430;383;377;;Am Glacis;Magistrat der Stadt Wien;Landstraﬂe;48.2017577;16.3805161;Behsel Stadtplan, WStLA, P1: 295/8;
